document;siape;das;context
PORTARIA DIDES Nº 57, DE 21 DE MARÇO DE 2023Nº 57;;;"Conceder aposentadoria voluntária ao servidor LUIZ CARLOS BISPO ALVES, Auxiliar Técnico, Nível Intermediário, Classe ""S"", Padrão IV, Matrícula SIAPE nº XX652XX, com fundamento no art. 3º da Emenda Constitucional nº 47, publicada no DOU de 05 de julho de 2005, combinado o § 1º do Art. 3º, e o § 4º do Art. 11 da Emenda Constitucional nº 103 de 13 novembro de 2019, declarando em decorrência a vacância do cargo (processo n.º 03001.000915/2023-06)."
PORTARIA IPEA Nº 118, DE 22 DE MARÇO DE 2023Nº 118;;;Designar o servidor GEOVÁ PARENTE FARIAS, matrícula SIAPE nº XX397XX, para exercer a função comissionada de Coordenador de Serviços Gerais-COSGE, código FCE 1.10, da Coordenação-Geral de Contratações, Serviços Gerais e Apoio à Pesquisa - CGCAP da Diretoria de Desenvolvimento Institucional - DIDES do IPEA.
PORTARIA DIDES Nº 58, DE 22 DE MARÇO DE 2023Nº 58;;;"Conceder aposentadoria voluntária à servidora FRANCISCA ESTER DA ROCHA BROCHADO, Matrícula SIAPE nº XX726XX, ocupante do cargo de Técnico de Planejamento e Pesquisa - Quadro Suplementar, Nível Superior, Classe ""S"", Padrão IV, desta Fundação, com fundamento no art. 20, § 2º, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a extinção do cargo (Processo n.º 03001.001014/2023-23)."
PORTARIA IPEA Nº 135, DE 23 DE MARÇO DE 2023Nº 135;['SIAPE nº 1705002'];;"Autorizar o afastamento do País do servidor PEDRO SILVA BARROS, ocupante do cargo Técnico de Planejamento e Pesquisa, matrícula SIAPE nº 1705002, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar ativa e presencialmente do Terceiro Fórum dos Territórios Subnacionais do Corredor Bioceânico de Capricórnio"", em Salta/Argentina, no período de 12 a 15 de abril de 2023, incluído trânsito, com ônus para o IPEA."
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 125;;;N° 124 - Dispensar, a contar de 14 de março de 2023, o servidor FERNANDO GAIGER SILVEIRA, Matrícula SIAPE n° XX832XX, do encargo de substituto eventual do Diretor de Desenvolvimento Institucional - DIDES, código FCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 127;;;N° 126 - Dispensar, a contar de 17 de março de 2023, o servidor LUCAS FERREIRA MATION, Matrícula SIAPE n° XX340XX, da Função Comissionada de Coordenador de Ciências de Dados e Modelagem - COCDM, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 128;;;Nº 127 - Dispensar, a contar de 17 de março de 2023, o servidor RAFAEL HENRIQUE MORAES PEREIRA, Matrícula SIAPE nº XX017XX, do encargo de substituto eventual do Coordenador de Ciência de Dados e Modelagem - COCDM, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 129;;;Nº 127 - Dispensar, a contar de 15 de março de 2023, a servidora FERNANDA DE NEGRI, Matrícula SIAPE n° XX598XX, do encargo de substituta eventual do Diretor de Estudo e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, código FCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 130;;;Nº 128 - Dispensar, a contar de 15 de março de 2023, o servidor ARISTIDES MONTEIRO NETO, Matrícula SIAPE n° XX217XX, do encargo de substituto eventual do Diretor de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, código FCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 131;;;Nº 129 - Dispensar, a contar de 17 de março de 2023, a servidora VANESSA GAPRIOTTI NADALIN, Matrícula SIAPE n° XX044XX, da Função Comissionada de Coordenadora de Estudos em Desenvolvimento Urbano - CODUR, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 132;;;Nº 130 - Dispensar, a contar de 15 de março de 2023, o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE n° XX832XX, do encargo de substituto eventual do Diretor de Estudos e Políticas Sociais - DISOC, código FCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 133;;;Nº 131 - Dispensar, a contar de 15 de março de 2023, o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE n° XX832XX, da Função Comissionada de Coordenador de Estudos e Pesquisas em Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 23 DE MARÇO DE 2023Nº 134;;;Nº 132 - Dispensar, a contar de 15 de março de 2023, o servidor CLAUDIO ROBERTO AMITRANO, Matrícula SIAPE n° XX054XX, do encargo de substituto eventual do Diretor de Estudos e Políticas Macroeconômicas - DIMAC, código FCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 121, DE 23 DE MARÇO DE 2023Nº 121;;;Art. 1º Ceder o servidor ALEXANDRE ARBEX VALADARES, Matrícula SIAPE nº XX515XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o cargo comissionado de Coordenador-Geral de Vigilância do Sistema Nacional de Segurança Alimentar e Nutricional - SISAN, código CCE 1.13, da Secretaria Extraordinária de Combate à Pobreza e à Fome do Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome.
PORTARIA IPEA Nº 123, DE 23 DE MARÇO DE 2023Nº 123;;;Designar o servidor DANIEL PITANGUEIRA DE AVELINO, Matrícula SIAPE nº XX999XX, para o encargo de substituto eventual do Coordenador de Democracia e Interações Socioestatais - CODEM, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 120, DE 23 DE MARÇO DE 2023Nº 120;;;Designar o servidor PEDRO CAVALCANTI GONÇALVES FERREIRA, Matrícula SIAPE nº XX614XX, para o encargo de substituto eventual do Coordenador de Ciência de Dados e Modelagem - COCDM, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 122, DE 23 DE MARÇO DE 2023Nº 122;;;Art. 1º Ceder o servidor ERIVELTON PIRES GUEDES, Matrícula SIAPE nº XX395XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o cargo comissionado de Coordenador-Geral do Sistema Nacional de Informações de Segurança Pública, código CCE 1.13, da Diretoria de Gestão e Integração de Informações, da Secretaria Nacional de Segurança Pública do Ministério da Justiça e Segurança Pública.
PORTARIA IPEA Nº 119, DE 23 DE MARÇO DE 2023Nº 119;;;Art. 1° Delegar competência ao servidor FERNANDO GAIGER SILVEIRA, Matrícula SIAPE nº XX832XX, Diretor de Desenvolvimento Institucional do IPEA, para firmar contratos administrativos com valores até R$5.000.000,00 (cinco milhões de reais).
PORTARIA IPEA Nº 136, DE 24 DE MARÇO DE 2023Nº 136;;;"Autorizar o afastamento do País do servidor GUSTAVO LUEDEMANN, ocupante do cargo Técnico de Planejamento e Pesquisa, matrícula SIAPE nº XX944XX, da Diretoria de Estudos e Políticas Regionais, Urbanos e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA, indicado pelo Ministério da Fazenda para representar o Governo Brasileiro no ""Partnership for Market Implementation Technical Workshop"" (Workshop Técnico da Parceria para a Implementação de Mercado), em Kigali/Ruanda, no período de 26 de março a 1º de abril de 2023, incluído trânsito, com ônus limitado para o IPEA.."
PORTARIA IPEA N° 137, DE 24 DE MARÇO DE 2023 ;;;Designar o servidor FLAVIO LYRIO CARNEIRO, Matrícula SIAPE nº XX633XX, para, excepcionalmente, em virtude de férias da titular e ausência de substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 28 de março de 2023 a 13 de abril de 2023.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 145;;;Nº 145 - Dispensar o servidor ANDRÉ DE MELLO E SOUZA, Matrícula SIAPE nº XX046XX, do encargo de substituto eventual do Coordenador de Estudos em Cooperação Internacional - COINT, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 146;;;Nº 146 - Designar a servidora SANDRA SILVA PAULSEN, Matrícula SIAPE nº XX770XX, para, excepcionalmente, em virtude de ausência de titular e substituto, responder pelas atribuições da Função Comissionada de Coordenador de Estudos em Cooperação Internacional - COINT, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 27 de março de 2023 a 26 de abril de 2023.
PORTARIA IPEA Nº 147, DE 27 DE MARÇO DE 2023Nº 147;;;Art. 1º Ceder o servidor LUÍS FELIPE BATISTA DE OLIVEIRA, Matrícula SIAPE nº XX314XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o cargo comissionado de Assistente Parlamentar Sênior, AP-12, no Senado Federal.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 138;;;Nº 138 - Designar o servidor JOSE EDUARDO MALTA DE SA BRANDAO, Matrícula SIAPE nº XX719XX, para o encargo de substituto eventual do Diretor de Estudos Internacionais - DINTE, código CCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 139;;;Nº 139 - Designar o servidor FERNANDO JOSE DA SILVA PAIVA RIBEIRO, Matrícula SIAPE nº XX009XX, para o encargo de substituto eventual do Coordenador-Geral de Estudos Internacionais - CGINT, código FCE 1.13, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 140;;;Nº 140 - Designar o servidor BERNARDO ABREU DE MEDEIROS, Matrícula SIAPE nº XX340XX, para o encargo de substituto eventual da Coordenadora-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 141;;;Nº 141 - Designar o servidor DANIEL RICARDO DE CASTRO CERQUEIRA, Matrícula SIAPE nº XX062XX, para o encargo de substituto eventual do Coordenador de Justiça e Segurança Pública - COJUS, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 142;;;Nº 142 - Designar o servidor BRUNO QUEIROZ CUNHA, Matrícula SIAPE nº XX549XX, para o encargo de substituto eventual da Coordenadora de Governança e Capacidades Estatais - COEST, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 143;;;Nº 143 - Designar o servidor PEDRO LUCAS DE MOURA PALOTTI, Matrícula SIAPE nº XX424XX, para, excepcionalmente, em virtude de ausência de titular e substituto, responder pelas atribuições da Função Comissionada de Coordenador de Ciência de Dados e Análise de Políticas Públicas - CODAP, código FCE 1.10, Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 27 de março de 2023 a 26 de abril de 2023.
PORTARIAS IPEA DE 27 DE MARÇO DE 2023Nº 144;;;Nº 144 - Designar a servidora ILMA TAVARES DE SOUZA, Matrícula SIAPE nº XX692XX, para o encargo de substituta eventual do Coordenador de Capacitação e Desenvolvimento de Pessoas - CODEP, código FCE 1.10, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 28 DE MARÇO DE 2023 ;;;N° 151 - Designar a servidora VANESSA GAPRIOTTI NADALIN, Matrícula SIAPE n° XX044XX, para o encargo de substituta eventual do Diretor de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, código CCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA MTE Nº 962, DE 30 DE MARÇO DE 2023Nº 962;;;Art. 1º O Grupo de Trabalho de que trata o Decreto nº 11.420, de 24 de fevereiro de 2023, será composto pelos seguintes representantes, titulares e suplentes:
PORTARIA IPEA Nº 166, DE 30 DE MARÇO DE 2023Nº 166;['SIAPE nº 1199038'];;"Autorizar o afastamento do País do servidor Fábio Veras Soares, ocupante do cargo Técnico de Planejamento e Pesquisa, Diretor, matrícula SIAPE nº 1199038, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, para acompanhar a Presidenta do Ipea na participação da Sexta Reunião do Fórum dos Países da Américas Latina e do Caribe sobre Desenvolvimento Sustentável, bem como palestrar na Mesa 5: ""ODS 17: Alianças para atingir os Objetivos"" e acompanhar outras atividades institucionais que se darão com os cumprimentos de agendas/audiências com autoridades do Sistema ONU, sendo elas, o Secretário-Executivo da Cepal, José Manuel Salazer-Xirinachs; com o Diretor do Centro Latino Americano e Caribenho/Celade, Simone Cecchini e com a Diretora-Geral do Ilpes, Cielo Morales, em Santiago/Chile, no período de 25 a 29 de abril de 2023, incluído trânsito, com ônus para o IPEA."
PORTARIA IPEA Nº 167, DE 30 DE MARÇO DE 2023Nº 167;['SIAPE nº 1459833'];;"Autorizar o afastamento do País da servidora Fernanda De Negri, ocupante do cargo Técnico de Planejamento e Pesquisa, Diretora, matrícula SIAPE nº 1459833, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA, para acompanhar a Presidenta do Ipea na participação da Sexta Reunião do Fórum dos Países da Américas Latina e do Caribe sobre Desenvolvimento Sustentável, bem como palestrar na Mesa 5: ""ODS 17: Alianças para atingir os Objetivos"" e acompanhar outras atividades institucionais que se darão com os cumprimentos de agendas/audiências com autoridades do Sistema ONU, sendo elas, o Secretário-Executivo da Cepal, José Manuel Salazer-Xirinachs; com o Diretor do Centro Latino Americano e Caribenho/Celade, Simone Cecchini e com a Diretora-Geral do Ilpes, Cielo Morales, em Santiago/Chile, no período de 25 a 29 de abril de 2023, incluído trânsito, com ônus para o IPEA."
PORTARIA IPEA N° 163, DE 30 DE MARÇO DE 2023 ;;;Designar a servidora CINARA MARIA FONSECA DE LIMA, Matrícula SIAPE nº XX505XX, para o encargo de substituta eventual do Ouvidor - OUVID, código FCE 1.10, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 30 DE MARÇO DE 2023 ;;;N° 164 - Designar a servidora FABIOLA SULPINO VIEIRA Matrícula SIAPE n° XX357XX, para o encargo de substituta eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA IPEA Nº 176, DE 3 DE ABRIL DE 2023Nº 176;;;Designar o servidor SANDRO SACCHET DE CARVALHO, Matrícula SIAPE n° XX354XX, para exercer a função comissionada de Coordenador de Avaliação de Políticas Econômicas - COAPE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 173, DE 3 DE ABRIL DE 2023Nº 173;;;Designar a servidora GRAZIELA FERRERO ZUCOLOTO, Matrícula SIAPE n° XX412XX, para exercer a função comissionada de Coordenadora de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 178, DE 3 DE ABRIL DE 2023Nº 178;;;Designar o servidor RAFAEL TAVARES SCHLEICHER, Matrícula SIAPE nº XX687XX, para exercer a função comissionada de Coordenador do Centro Internacional de Políticas para o Desenvolvimento Inclusivo- CIPDI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 174, DE 3 DE ABRIL DE 2023Nº 174;;;Dispensar o servidor MARCOS DANTAS HECKSHER, Matrícula SIAPE n° XX827XX, do encargo de substituto eventual do Coordenador de Produtividade, Concorrência e Tributação - COPET, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 171, DE 3 DE ABRIL DE 2023Nº 171;;;Designar o servidor MAURO ODDO NOGUEIRA, Matrícula SIAPE n° XX051XX, para exercer a função comissionada de Coordenador de Cadeias Produtivas e Micro e Pequenas Empresas - COCAM, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 169, DE 3 DE ABRIL DE 2023Nº 169;;;Designar o servidor ANDRÉ SAMPAIO ZUVANOV, Matrícula SIAPE nº XX820XX, para o encargo de substituto eventual do Coordenador de Gestão de Dados e de Conhecimento - COGDC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 170, DE 3 DE ABRIL DE 2023Nº 170;;;Dispensar o servidor MAURO ODDO NOGUEIRA, Matrícula SIAPE n° XX051XX, do encargo de substituto eventual do Coordenador de Cadeias Produtivas e Micro e Pequenas Empresas - COCAM, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA N° 168, DE 3 DE ABRIL DE 2023 ;;;Designar o servidor UBEVALDO MARTINS FERNANDES, Matrícula SIAPE nº XX771XX, para o encargo de substituto eventual do Chefe da Divisão de Orçamento e Finanças - DVORF, código FCE 1.07, da Coordenação de Orçamento e Finanças - COFIN, da Coordenação-Geral de Planejamento, Gestão Estratégica e Orçamento - CGPGO, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 175, DE 3 DE ABRIL DE 2023Nº 175;;;Designar o servidor MARCOS DANTAS HECKSHER, Matrícula SIAPE n° XX827XX, para exercer a função comissionada de Coordenador de Produtividade, Concorrência e Tributação - COPET, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 172, DE 3 DE ABRIL DE 2023Nº 172;;;Dispensar a servidora GRAZIELA FERRERO ZUCOLOTO, Matrícula SIAPE n° XX412XX, do encargo de substituta eventual do Coordenador de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 177, DE 3 DE ABRIL DE 2023Nº 177;;;Designar o servidor MAURO SANTOS SILVA, Matrícula SIAPE n° XX547XX, para exercer a função comissionada de Coordenador de Infraestrutura Econômica e Regulação - COINF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
DESPACHO ;;;LUCIA HELENA CAVALCANTE VALVERDE
PORTARIA IPEA Nº 185, DE 6 DE ABRIL DE 2023Nº 185;;;Designar o servidor FERNANDO JOSE DA SILVA PAIVA RIBEIRO, Matrícula SIAPE nº XX009XX, para exercer a função comissionada de Coordenador de Estudos em Comércio Internacional - COECI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 183, DE 5 DE ABRIL DE 2023Nº 183;;;Designar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE n° XX728XX, para exercer a função comissionada de Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 186, DE 6 DE ABRIL DE 2023Nº 186;;;Designar o servidor ALEXANDRE MAGNO DE VASCONCELOS MENDES, matrícula SIAPE nº XX765XX, para o encargo de substituto eventual do Coordenador de Serviços Gerais-COSGE, código FCE 1.10, da Coordenação-Geral de Contratações, Serviços Gerais e Apoio à Pesquisa - CGCAP, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 184, DE 6 DE ABRIL DE 2023Nº 184;;;Designar o servidor BERNARDO ALVES FURTADO, matrícula SIAPE nº XX028XX para o encargo de substituto eventual do Coordenador de Pós-Graduação e Capacitação - COPGC, código FCE 1.10, do Gabinete da Presidência, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA NORMATIVA IPEA Nº 243, DE 6 DE ABRIL DE 2023Nº 243;;;Art. 1º Designar como representantes do Ipea para compor o Comitê de Acompanhamento da Parceria (CAP) previsto no Anexo II do Memorando de Entendimento firmado entre Ipea e PNUD:
PORTARIA IPEA Nº 182, DE 5 DE ABRIL DE 2023Nº 182;;;Dispensar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE n° XX728XX, do encargo de substituto eventual do Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 200, DE 11 DE ABRIL DE 2023Nº 200;;;Designar o servidor CLAUDIO ROBERTO AMITRANO, matrícula SIAPE nº XX054XX para o encargo de substituto eventual da Presidenta, código CCE 1.17, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA IPEA Nº 192, DE 11 DE ABRIL DE 2023Nº 192;;;Designar o servidor BRUNO DE OLIVEIRA CRUZ, Matrícula SIAPE n° XX988XX, para exercer a função comissionada de Coordenador de Estudos Regionais e Desenvolvimento Federativo - COERF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 190, DE 11 DE ABRIL DE 2023Nº 190;;;Designar o servidor MARCO ANTONIO FREITAS DE HOLLANDA CAVALCANTI, Matrícula SIAPE n° XX005XX, para exercer a função comissionada de Coordenador de Modelos e Projeções Econômicas - COMPE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 188, DE 11 DE ABRIL DE 2023Nº 188;;;Designar a servidora REGINA HELENA ROSA SAMBUICHI, Matrícula SIAPE n° XX956XX, para exercer a função comissionada de Coordenadora de Estudos e Políticas Agropecuárias - COEPA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
